prev_filename,filename,cell_type,xmin,xmax,ymin,ymax
2018_0211_171627_269.jpg,76.jpg,helmet,291,347,79,113
2018_0211_171642_274.jpg,77.jpg,hook,215,276,40,83
2018_0211_171642_274.jpg,77.jpg,helmet,301,337,57,121
2018_0211_171645_275.jpg,78.jpg,hook,217,275,39,82
2018_0211_171645_275.jpg,78.jpg,helmet,289,362,55,118
2018_0211_171651_277.jpg,79.jpg,hook,218,275,40,85
2018_0211_171651_277.jpg,79.jpg,helmet,288,356,41,116
2018_0211_171654_278.jpg,80.jpg,hook,213,273,39,78
2018_0211_171654_278.jpg,80.jpg,helmet,294,369,54,124
2018_0211_171657_279.jpg,81.jpg,hook,211,271,39,84
2018_0211_171657_279.jpg,81.jpg,helmet,282,341,61,114
2018_0211_171730_290.jpg,82.jpg,hook,207,251,194,256
2018_0211_171730_290.jpg,82.jpg,helmet,282,347,60,114
2018_0211_171751_297.jpg,83.jpg,hook,430,459,135,199
2018_0211_171751_297.jpg,83.jpg,hook,196,230,208,270
2018_0211_171751_297.jpg,83.jpg,helmet,278,339,67,113
2018_0211_171833_311.jpg,84.jpg,helmet,274,336,53,110
2018_0211_171848_316.jpg,85.jpg,helmet,270,336,34,103
2018_0211_171921_327.jpg,86.jpg,helmet,303,340,57,114
2018_0211_171927_329.jpg,87.jpg,helmet,286,350,45,117
2018_0211_172030_350.jpg,88.jpg,hook,222,250,239,277
2018_0211_172030_350.jpg,88.jpg,helmet,237,321,182,264
2018_0211_172033_351.jpg,89.jpg,helmet,244,334,171,264
2018_0211_172103_361.jpg,90.jpg,helmet,232,327,3,94
2018_0211_172106_362.jpg,91.jpg,helmet,293,337,53,132
2018_0211_172212_384.jpg,92.jpg,hook,292,346,259,396
2018_0211_172212_384.jpg,92.jpg,hook,5,64,226,347
2018_0211_172212_384.jpg,92.jpg,helmet,223,324,1,66
2018_0211_172400_420.jpg,93.jpg,hook,179,250,363,470
2018_0211_172400_420.jpg,93.jpg,helmet,258,342,134,234
2018_0211_172418_426.jpg,94.jpg,hook,194,274,359,465
2018_0211_172418_426.jpg,94.jpg,helmet,238,311,122,205
2018_0211_172506_442.jpg,95.jpg,hook,266,328,218,297
2018_0211_172506_442.jpg,95.jpg,helmet,116,195,51,138
2018_0211_172515_445.jpg,96.jpg,hook,105,155,142,237
2018_0211_172515_445.jpg,96.jpg,helmet,251,326,33,111
2018_0211_172521_447.jpg,97.jpg,hook,166,247,3,50
2018_0211_172521_447.jpg,97.jpg,helmet,270,341,61,139
2018_0211_172524_448.jpg,98.jpg,hook,161,245,2,42
2018_0211_172524_448.jpg,98.jpg,helmet,302,353,73,140
2018_0211_172600_460.jpg,99.jpg,hook,292,328,433,480
2018_0211_172600_460.jpg,99.jpg,helmet,209,281,202,301
2018_0211_180740_082.jpg,100.jpg,hook,197,237,193,258
2018_0211_180740_082.jpg,100.jpg,head,232,321,239,350
2018_0211_180846_104.jpg,101.jpg,hook,204,247,280,327
2018_0211_180846_104.jpg,101.jpg,head,238,337,248,358
2018_0211_180913_113.jpg,102.jpg,hook,218,255,310,344
2018_0211_180913_113.jpg,102.jpg,head,272,357,273,373
2018_0211_180931_119.jpg,103.jpg,hook,220,258,304,353
2018_0211_180931_119.jpg,103.jpg,head,296,365,316,384
2018_0211_180937_121.jpg,104.jpg,hook,218,258,309,353
2018_0211_180937_121.jpg,104.jpg,head,272,355,272,386
2018_0211_180949_125.jpg,105.jpg,hook,94,214,65,156
2018_0211_180949_125.jpg,105.jpg,head,256,343,253,358
2018_0211_180958_128.jpg,106.jpg,hook,105,215,64,161
2018_0211_180958_128.jpg,106.jpg,head,231,321,264,363
2018_0211_181001_129.jpg,107.jpg,hook,112,217,52,163
2018_0211_181001_129.jpg,107.jpg,head,241,341,254,348
2018_0211_181019_135.jpg,108.jpg,hook,520,558,227,279
2018_0211_181019_135.jpg,108.jpg,head,216,316,236,345
2018_0211_181025_137.jpg,109.jpg,hook,528,570,242,280
2018_0211_181025_137.jpg,109.jpg,head,241,332,252,356
2018_0211_181058_148.jpg,110.jpg,helmet,235,337,217,328
2018_0211_181107_151.jpg,111.jpg,helmet,203,318,220,335
2018_0211_181113_153.jpg,112.jpg,helmet,252,345,219,351
2018_0211_181116_154.jpg,113.jpg,helmet,252,356,236,352
2018_0211_181134_160.jpg,114.jpg,hook,205,249,283,325
2018_0211_181134_160.jpg,114.jpg,helmet,262,378,214,344
2018_0211_181143_163.jpg,115.jpg,hook,200,248,285,327
2018_0211_181143_163.jpg,115.jpg,helmet,293,391,256,387
2018_0211_181204_170.jpg,116.jpg,hook,144,176,40,168
2018_0211_181204_170.jpg,116.jpg,helmet,223,331,239,358
2018_0211_181210_172.jpg,117.jpg,hook,131,174,44,169
2018_0211_181210_172.jpg,117.jpg,helmet,211,313,248,349
2018_0211_181216_174.jpg,118.jpg,hook,151,204,40,105
2018_0211_181216_174.jpg,118.jpg,helmet,234,340,230,344
2018_0211_181219_175.jpg,119.jpg,hook,171,224,188,275
2018_0211_181219_175.jpg,119.jpg,helmet,234,313,275,366
2018_0211_181225_177.jpg,120.jpg,hook,182,227,188,273
2018_0211_181225_177.jpg,120.jpg,helmet,239,319,290,385
2018_0211_181231_179.jpg,121.jpg,hook,176,225,187,268
2018_0211_181231_179.jpg,121.jpg,helmet,173,244,286,373
2018_0211_181237_181.jpg,122.jpg,hook,177,219,183,266
2018_0211_181237_181.jpg,122.jpg,helmet,246,329,287,376
2018_0211_181246_184.jpg,123.jpg,hook,180,222,183,271
2018_0211_181246_184.jpg,123.jpg,helmet,247,337,273,381
2018_0211_181252_186.jpg,124.jpg,hook,186,217,182,234
2018_0211_181252_186.jpg,124.jpg,helmet,245,330,273,373
2018_0211_181255_187.jpg,125.jpg,hook,469,498,253,331
2018_0211_181255_187.jpg,125.jpg,helmet,207,288,278,386
2018_0211_181304_190.jpg,126.jpg,hook,209,261,267,380
2018_0211_181304_190.jpg,126.jpg,helmet,251,314,286,379
2018_0211_181331_199.jpg,127.jpg,helmet,214,314,205,314
2018_0211_181334_200.jpg,128.jpg,helmet,194,313,209,321
2018_0211_181340_202.jpg,129.jpg,helmet,203,303,203,308
2018_0211_181422_216.jpg,130.jpg,hook,200,245,272,324
2018_0211_181422_216.jpg,130.jpg,helmet,265,359,209,345
2018_0211_181425_217.jpg,131.jpg,hook,198,246,275,323
2018_0211_181425_217.jpg,131.jpg,helmet,260,383,220,363
2020_0805_104632_072.jpg,132.jpg,helmet,245,330,128,223
2020_0805_104641_075.jpg,133.jpg,helmet,275,367,143,250
2020_0805_104647_077.jpg,134.jpg,helmet,299,372,1,47
2020_0805_104650_078.jpg,135.jpg,helmet,273,346,1,33
2020_0805_104653_079.jpg,136.jpg,hook,291,318,388,463
2020_0805_104656_080.jpg,137.jpg,hook,352,381,349,448
2020_0805_104659_081.jpg,138.jpg,hook,361,387,358,458
2020_0805_104702_082.jpg,139.jpg,hook,345,376,359,460
2020_0805_104708_084.jpg,140.jpg,hook,255,299,322,416
2020_0805_104711_085.jpg,141.jpg,hook,352,393,348,450
2020_0805_104714_086.jpg,142.jpg,hook,316,355,349,451
2020_0805_104717_087.jpg,143.jpg,hook,350,379,366,455
2020_0805_104720_088.jpg,144.jpg,hook,343,373,355,451
2020_0805_104723_089.jpg,145.jpg,hook,343,373,351,446
2020_0805_104726_090.jpg,146.jpg,hook,338,359,360,447
2020_0805_104738_094.jpg,147.jpg,hook,272,307,446,480
2020_0805_104738_094.jpg,147.jpg,hook,256,286,445,480
2020_0805_104744_096.jpg,148.jpg,hook,102,148,22,81
2020_0805_104744_096.jpg,148.jpg,hook,251,278,443,480
2020_0805_104747_097.jpg,149.jpg,hook,100,142,40,102
2020_0805_104747_097.jpg,149.jpg,hook,262,307,441,480
2020_0805_104750_098.jpg,150.jpg,hook,100,133,43,106
2020_0805_104753_099.jpg,151.jpg,hook,97,143,40,91
2020_0805_104756_100.jpg,152.jpg,hook,97,140,41,98
2020_0805_104759_101.jpg,153.jpg,hook,101,132,42,89
2020_0805_104802_102.jpg,154.jpg,hook,312,349,153,240
2020_0805_104809_104.jpg,155.jpg,helmet,327,421,1,90
2020_0805_104812_105.jpg,156.jpg,hook,160,199,420,480
2020_0805_104812_105.jpg,156.jpg,hook,264,302,432,480
2020_0805_104815_106.jpg,157.jpg,hook,158,213,167,255
2020_0805_104818_107.jpg,158.jpg,hook,17,84,170,221
2020_0805_104821_108.jpg,159.jpg,hook,31,97,159,208
2020_0805_104824_109.jpg,160.jpg,hook,113,142,22,78
2020_0805_104827_110.jpg,161.jpg,hook,442,471,1,33
2020_0805_104827_110.jpg,161.jpg,hook,212,265,422,480
2020_0805_104830_111.jpg,162.jpg,hook,405,455,354,437
2020_0805_104836_113.jpg,163.jpg,hook,550,617,109,153
2020_0805_104839_114.jpg,164.jpg,hook,558,617,89,139
2020_0805_104842_115.jpg,165.jpg,hook,528,580,78,116
2020_0805_104845_116.jpg,166.jpg,hook,504,558,51,96
2020_0805_104851_118.jpg,167.jpg,hook,501,553,59,99
2020_0805_104854_119.jpg,168.jpg,hook,376,431,310,403
2020_0805_104903_122.jpg,169.jpg,helmet,299,375,168,251
2020_0805_105800_218.jpg,170.jpg,hook,2040,2328,1144,1924
2020_0805_105830_228.jpg,171.jpg,hook,942,1087,1239,2122
2020_0805_105833_229.jpg,172.jpg,hook,1825,2294,1105,2136
2020_0805_105839_231.jpg,173.jpg,hook,2196,2452,1088,1984
2020_0805_105842_232.jpg,174.jpg,hook,2196,2428,1140,1992
2020_0805_105845_233.jpg,175.jpg,hook,2376,2588,1180,2040
2020_0805_105848_234.jpg,176.jpg,hook,936,1152,1436,2044
2020_0805_105854_236.jpg,177.jpg,hook,2272,2820,36,1104
2020_0805_105857_237.jpg,178.jpg,hook,2011,2225,1195,2026
2020_0805_105903_239.jpg,179.jpg,hook,3532,4032,60,500
2020_0805_105906_240.jpg,180.jpg,hook,3512,3968,456,804
2020_0805_105906_240.jpg,180.jpg,hook,1056,1184,1528,2020
2020_0805_105909_241.jpg,181.jpg,hook,3084,3448,88,400
2020_0805_105909_241.jpg,181.jpg,hook,724,908,1372,2052
2020_0805_105912_242.jpg,182.jpg,hook,1228,1712,1096,1964
2020_0805_105921_245.jpg,183.jpg,hook,2136,2292,1284,2084
2020_0805_105921_245.jpg,183.jpg,hook,128,332,936,1208
2020_0805_105930_248.jpg,184.jpg,helmet,1221,2342,881,2222
2020_0805_105936_250.jpg,185.jpg,hook,1100,1408,1652,2020
2020_0805_105936_250.jpg,185.jpg,helmet,1604,2300,950,1781
2020_0805_105945_253.jpg,186.jpg,hook,2248,2496,1132,1956
2020_0805_105945_253.jpg,186.jpg,hook,676,1104,12,588
2020_0805_105948_254.jpg,187.jpg,hook,2152,2372,1080,1596
2020_0805_105948_254.jpg,187.jpg,hook,656,1044,1980,2532
2020_0805_110009_261.jpg,188.jpg,helmet,7,1114,8,1643
2020_0805_110027_267.jpg,189.jpg,helmet,14,1549,1367,2619
2020_0805_110100_278.jpg,190.jpg,helmet,1773,3263,498,1915
2020_0805_110103_279.jpg,191.jpg,helmet,2535,3131,819,1484
2020_0805_110106_280.jpg,192.jpg,hook,3324,3604,368,528
2020_0805_110106_280.jpg,192.jpg,helmet,2711,3214,1326,1905
2020_0805_110109_281.jpg,193.jpg,hook,3228,3504,264,516
2020_0805_110109_281.jpg,193.jpg,helmet,2845,3373,1129,1815
2020_0805_110112_282.jpg,194.jpg,hook,3472,3672,420,592
2020_0805_110112_282.jpg,194.jpg,helmet,2952,3404,1181,1881
2020_0805_110115_283.jpg,195.jpg,hook,3476,3684,360,608
2020_0805_110118_284.jpg,196.jpg,hook,3436,3652,364,588
2020_0805_110121_285.jpg,197.jpg,helmet,2907,3263,1126,1705
2020_0805_110124_286.jpg,198.jpg,hook,3576,3808,2236,2648
2020_0805_110124_286.jpg,198.jpg,helmet,2807,3104,1243,1798
2020_0805_110127_287.jpg,199.jpg,hook,1316,1992,1732,2268
2020_0805_110127_287.jpg,199.jpg,hook,3576,3796,2232,2712
2020_0805_110127_287.jpg,199.jpg,helmet,2535,3100,1029,1639
2020_0805_110130_288.jpg,200.jpg,hook,1344,2004,1800,2444
2020_0805_110130_288.jpg,200.jpg,hook,3636,3804,2272,2720
2020_0805_110130_288.jpg,200.jpg,helmet,2438,3100,815,1319
2020_0805_110133_289.jpg,201.jpg,hook,3676,3848,2208,2620
2020_0805_110133_289.jpg,201.jpg,helmet,2673,3156,1019,1619
2020_0805_110136_290.jpg,202.jpg,hook,1048,1788,1524,1940
2020_0805_110136_290.jpg,202.jpg,helmet,2821,3190,1112,1688
2020_0805_110139_291.jpg,203.jpg,helmet,2687,3359,1115,1843
2020_0805_110151_295.jpg,204.jpg,helmet,1497,3363,405,2201
2020_0813_105026_108.jpg,205.jpg,hook,418,479,78,117
2020_0813_105132_130.jpg,206.jpg,hook,321,378,262,368
2020_0813_105135_131.jpg,207.jpg,hook,345,382,315,425
2020_0813_105141_133.jpg,208.jpg,helmet,227,306,1,49
2020_0813_105150_136.jpg,209.jpg,helmet,225,294,14,56
2020_0813_105220_146.jpg,210.jpg,helmet,265,334,2,46
2020_0813_105226_148.jpg,211.jpg,hook,347,397,309,419
2020_0813_105226_148.jpg,211.jpg,helmet,285,348,2,39
2020_0813_105847_233.jpg,212.jpg,hook,219,243,163,218
2020_0813_105847_233.jpg,212.jpg,helmet,279,346,42,88
2020_0813_105850_234.jpg,213.jpg,hook,359,405,30,73
2020_0813_105853_235.jpg,214.jpg,hook,233,268,144,194
2020_0813_105853_235.jpg,214.jpg,hook,359,408,31,76
2020_0813_105853_235.jpg,214.jpg,helmet,293,353,25,75
2020_0813_105859_237.jpg,215.jpg,helmet,336,401,21,99
2020_0813_105859_237.jpg,215.jpg,hook,235,307,153,222
2020_0813_105902_238.jpg,216.jpg,helmet,286,353,1,67
2020_0813_105911_241.jpg,217.jpg,hook,354,408,58,94
2020_0813_105911_241.jpg,217.jpg,helmet,283,350,11,80
2020_0813_105914_242.jpg,218.jpg,hook,361,404,58,93
2020_0813_105914_242.jpg,218.jpg,hook,344,381,163,239
2020_0813_105914_242.jpg,218.jpg,helmet,251,324,26,94
2020_0813_105917_243.jpg,219.jpg,hook,354,405,59,91
2020_0813_105917_243.jpg,219.jpg,hook,291,344,137,215
2020_0813_105920_244.jpg,220.jpg,hook,350,405,60,94
2020_0813_105920_244.jpg,220.jpg,hook,295,342,140,212
2020_0813_105920_244.jpg,220.jpg,helmet,268,345,28,80
2020_0813_105923_245.jpg,221.jpg,hook,357,404,60,91
2020_0813_105923_245.jpg,221.jpg,hook,289,343,125,202
2020_0813_105923_245.jpg,221.jpg,helmet,309,362,28,83
2020_0813_105932_248.jpg,222.jpg,hook,354,401,56,91
2020_0813_105932_248.jpg,222.jpg,hook,311,358,147,227
2020_0813_105932_248.jpg,222.jpg,helmet,257,325,24,93
2020_0813_105941_251.jpg,223.jpg,hook,355,406,57,91
2020_0813_105941_251.jpg,223.jpg,helmet,269,333,6,80
2020_0813_110206_299.jpg,224.jpg,hook,267,338,138,201
2020_0813_110206_299.jpg,224.jpg,helmet,300,358,31,95
2020_0813_110239_310.jpg,225.jpg,helmet,246,340,25,98
2020_0813_110239_310.jpg,225.jpg,hook,105,155,291,393
2020_0813_110245_312.jpg,226.jpg,helmet,233,335,57,125
2020_0813_110257_316.jpg,227.jpg,helmet,249,346,58,136
2020_0813_110303_318.jpg,228.jpg,helmet,243,344,46,123
2020_0813_110324_325.jpg,229.jpg,helmet,297,365,210,259
2020_0813_110331_327.jpg,230.jpg,hook,171,214,154,195
2020_0813_110331_327.jpg,230.jpg,helmet,284,360,169,267
2020_0813_110334_328.jpg,231.jpg,hook,187,225,69,129
2020_0813_110334_328.jpg,231.jpg,helmet,288,362,177,269
2020_0813_110337_329.jpg,232.jpg,hook,212,238,234,281
2020_0813_110337_329.jpg,232.jpg,helmet,279,361,178,279
2020_0813_110352_334.jpg,233.jpg,hook,350,373,245,275
2020_0813_110352_334.jpg,233.jpg,hook,317,364,394,463
2020_0813_110352_334.jpg,233.jpg,helmet,261,345,188,257
2020_0813_110401_337.jpg,234.jpg,helmet,255,342,185,256
2020_0813_110407_339.jpg,235.jpg,helmet,341,406,234,295
2020_0813_110416_342.jpg,236.jpg,hook,360,395,76,133
2020_0813_110416_342.jpg,236.jpg,helmet,322,358,220,290
2020_0813_110422_344.jpg,237.jpg,hook,368,399,67,148
2020_0813_110422_344.jpg,237.jpg,helmet,265,335,221,293
2020_0813_110425_345.jpg,238.jpg,hook,372,396,68,135
2020_0813_110425_345.jpg,238.jpg,helmet,277,345,212,286
2020_0813_110431_347.jpg,239.jpg,hook,369,397,67,143
2020_0813_110431_347.jpg,239.jpg,helmet,290,369,217,293
2020_0813_110437_349.jpg,240.jpg,hook,371,400,66,137
2020_0813_110437_349.jpg,240.jpg,helmet,386,457,246,333
2020_0813_110443_351.jpg,241.jpg,hook,372,400,69,114
2020_0813_110443_351.jpg,241.jpg,helmet,268,344,218,291
